,chinese_name,director,episode,movie_name,movie_time,ranking,score,score_num,summary,tv_time,week,month,day,year
1966,魔界女王候补生,福岛宏之,51,シュガシュガルーン,,2013.0,7.0,100.0,"《魔女的考验》(シュガシュガルーン)又名《魔界女王候补生》可爱的魔女香草缪和巧克莉媚尔为了要争取魔界女王的宝座而来到人界接受考验！她们需要通过比赛看谁收集到比较多的心,这些心是使用魔法将人类的情感结晶化而成的。鲜红色的心是热情的爱,粉红色的心是甜美的恋爱悸动……下个目标将是你的心唷～",7/2/2005,星期六,7,2,2005
1967,波蕾特的椅子,石田佑康,1,ポレットのイス,,2014.0,7.0,360.0,noitaminA10周年SpecialAnimation,3/21/2014,,3,21,2014
1968,网球并不可笑嘛,板垣伸,12,てーきゅう 5期,,2015.0,7.1,405.0,,7/6/2015,星期一,7,6,2015
1969,没头脑和不高兴,张松林,1,没头脑和不高兴,,2016.0,7.1,372.0,有两个孩子，一个叫“没头脑”，一个叫“不高兴”。“没头脑”做起事来丢三拉四，总要出些差错。“不高兴”总是别别扭扭，你要他往东，他偏往西。别人劝这两个孩子改掉坏脾气，他们都不以为然，为帮他们改正缺点，暂时把他俩变成了大人。“没头脑”当了工程师，“不高兴”做了演员。“没头脑”设计了一座一百九十九层高的少年宫大楼，楼造好后，才想起没设计电梯，结果孩子们为了在这个大楼上看戏，要带着铺盖、干粮爬一个月的楼梯，这不但害了别人，也害了设计师自己，因为“没头脑”也参加了少年宫开幕式。,,,,,
1970,怪物猎人日记,,13,モンハン日記 ぎりぎりアイルー村G,,2017.0,7.0,154.0,『モンハン日記ぎりぎりアイルーG』は、アイルーが数々のクエストに立ち向かう姿をコミカルに描いたショートアニメ『モンハン日記ぎりぎりアイルー村☆アイルー危機一髪☆』の続編。,7/1/2011,星期五,7,1,2011
1971,黑塔利亚,渡边浩,15,ヘタリア The World Twinkle,,2018.0,7.1,389.0,,7/3/2015,星期五,7,3,2015
1972, ,孙承希,12,SHOW BY ROCK!! ましゅまいれっしゅ!!,,2019.0,7.0,137.0,在北国长大，憧憬大都会的白狐女子“狐丸”。以一张甄选会的通知为契机，离开了故乡，前往独立乐队聚集的圣地，下北泽。通过音乐交流，和伙伴们相遇，了解了梦境和现实，希望与绝望？狐丸能否遇见奇迹？还是说…这是梦和希望和音乐与奇迹的故事。,1/9/2020,星期四,1,9,2020
1973,机动战士高达,富野由悠季,47,機動戦士ガンダムZZ,,2020.0,7.1,617.0,宇宙世纪0088年，经过格利普斯战役，提坦兹（Titans）被消灭，奥古（AEUG）的实力也大大削弱。吉恩军残余部队在摄政王哈曼・坎恩的率领下趁机以“新吉恩”的名义称霸地球。,3/1/1986,,3,1,1986
1974,心灵想要大声呼喊,长井龙雪,1,心が叫びたがってるんだ。,9/19/2015,2021.0,7.1,1924.0,幼い頃、何気なく発した言葉によって、家族がバラバラになってしまった少女・成瀬順。,,,,,
1975,大提琴手,高畑勋,1,セロ弾きのゴーシュ,,2022.0,7.0,59.0,生活在田园乡村的青年歌修，是当地金星音乐团的大提琴手。夜晚，他经常独自一人坐在小木屋中演奏，周围的小动物成为他最好的听众。近日，第十二回市民音乐会即将召开，乐团正在紧张排练贝多芬的第六交响曲。然而，歌修却因为技艺不十分熟练而受到指挥兼团长的批评。失落的歌修回到木屋，望着贝多芬的肖像呆呆出神。,,,,,
1976,继,仓谷凉一, ,継つぐもも,,2023.0,7.0,68.0,平凡な少年・加賀見かずやの前に、,4/5/2020,星期日,4,5,2020
1977,鲁邦三世,奥胁雅晴,1,ルパン三世 燃えよ斬鉄剣,,2024.0,7.0,60.0,鲁邦这次要在茫茫大海上偷取他的祖父亚森罗宾没能得手的宝物“卧龙雕”。宝物离他只有短短不到四千米。不过，是指垂直向下的深度……,7/29/1994,,7,29,1994
1978,新世纪魔法少女,渡边慎一,2,ぷにぷに☆ぽえみぃ,,2025.0,7.0,132.0,ジャンルとしては魔法少女アニメに分類されているが、主役の声優を務める小林由美子のために製作されたと言ってもよい、激しいギャグアニメである。OP/ED曲も小林が歌っており、歌詞もお笑い的なもの。作風はふざけているように見えるが、ネタ、パロディ、作画の質の使い分け、テンポなどは厳密に調整されており、視聴者の笑いを取ることに力を入れている。活字にはできないようなセリフもあり、小林は捨て身で本作品に挑んでいる。なお、作品内では（小林由美子が）役作りが下手な為にぽえみが小林を自称している事になっているが当然そんな事は無く、同脚本家が原作を務める漫画版スクライドの5巻で本作と「小林って何だ？」という台詞がネタとして使われた際、「小林って何だ？」は小林由美子が（おそらく本作の台本を見た際に）漏らした言葉である事が語られている。,,,,,
1979,茗记,蓝天可凡,1,茗记,,2026.0,7.0,321.0,关于友情和萌动情感的故事，描述90年代中国一座小城市里，一个普通中学生萌动的感情历程。努力以现代制作手法，来展现中国小镇及其中生活的人们特有的年代烙印。2008年9月《茗记》荣获日本2008TBSDigicon6的动画大赛中国区特别奖；2008年9月《茗记》荣获2008第五届金龙奖最佳动画短片奖；2008年10月《茗记》荣获中国常州国际动漫大赛最佳中国电视片奖；2008年10月《茗记》荣获中国大学生原创动画大赛短片铜奖和最佳导演奖。短片5月1日发布在网络YOUKU视频网上，立即被广为传播，几天内点击数量数万，被网络动漫爱好者称之为“最高质量的中国原创动画”，随即由爱好者成立了茗记百度吧，建立了数个爱好者QQ群、圈子，并不时有外地朋友直接赶工作室参观拜访。2008年7月16日，央视6套联络，为茗记制作了专题，并详细介绍了制作过程和团队。2008年，茗记取得四项国内奖项，一项国际奖项。,,,,,
1980,棒球英豪,永丘昭典,1,タッチ CROSS ROAD〜風のゆくえ〜,,2028.0,7.0,54.0,上杉达也为了找寻真正属于自己的棒球，决定放下所有在日本的一切，加入美国职棒小联盟的翡翠队。而此时的浅仓南自从放弃了体操运动后，也开始从事摄影助理的工作，这一对恋人强忍着相思之苦分隔两地，相约在彼此找到真正的自我后再见面。翡翠队是一支老吃败仗的烂球队，但由于达也优异的投手表现，使得整个球队激起了奋斗的意志，连连在巡回赛中赢得胜利，逐渐朝着联盟冠军的目标前进。此时，球队老板的孙女艾丽斯已不知不觉中喜欢上了达也，在得知达也有女朋友的事后不由伤心欲绝，而达也则因为队友的讥讽与排挤变得意志消沈，准备放弃自己的理想返回日本……,2/9/2001,星期五,2,9,2001
1981,最游记,远藤彻哉,25,最遊記RELOAD,,2029.0,7.0,202.0,『幻想魔伝最遊記』から2年半ぶりにテレビアニメ化。2003年10月2日から2004年3月25日まで全25話が放送された。,10/2/2003,,10,2,2003
1982,妖精的尾巴,石平信司,102,FAIRY TAIL 第2期,,2030.0,7.1,641.0,,4/5/2014,星期六,4,5,2014
1983,地狱少女,渡边浩,26,地獄少女 三鼎,,2031.0,7.1,1331.0,《地狱少女》是日本动画、漫画及电视剧。动画于2005年10月开始播出，全26集，具有神秘恐怖风格。其漫画则同时在讲谈社月刊《Nakayoshi（なかよし）》上连载，作者为永远幸。2006年10月7日起，在每日放送、Animax以及东京MX电视台等播映第二季动画，名为《地狱少女二笼》，全26集，2007年4月7日完结。此外在2006年11月4日，在日本电视台播映真人出演的电视剧版本，在2006年11月4日至2007年1月27日于日本电视台及静冈第一电视台的“黄金之舌”时段内播放，全12集。2007年12月28日发表决定制作第三季动画，标题继承了【二笼】的诡异风格被命为《地狱少女三鼎》。,10/4/2008,星期六,10,4,2008
1984,银魂,宫胁千鹤,14,銀魂. 銀ノ魂篇 第2クール,,2032.0,7.0,345.0,,7/8/2018,星期日,7,8,2018
1985,故乡重现,汤浅康生,258,ふるさと再生 日本の昔ばなし,,2033.0,7.0,189.0,こどもたちの未来のために、今こそ新たに伝えたい、私たち日本の昔ばなし!!,4/1/2012,星期日,4,1,2012
1986,三只眼,西尾大介,4,3×3EYES,,2034.0,7.0,83.0,由高田裕三的长篇漫画作品《三只眼》（3×3EYES）改编。漫画以对全球各民族神话中所向往的不老不死之神术的通一性和神话中的或神或魔的传说中的妖物——三只眼民族为出发点，讲述了一个发生在地球、圣地以及亚空间的带有神话色彩的少年少女冒险奇幻故事。,,,,,
1987,网球并不可笑嘛,板垣伸,12,てーきゅう 7期,,2035.0,7.0,356.0,,1/11/2016,星期一,1,11,2016
1988,银河,宇田钢之介,39,銀河へキックオフ！！,,2036.0,7.0,218.0,根据作家川端裕人所著足球小说《銀河のワールドカップ》改编。,4/3/2012, ,4,3,2012
1989,天体的秩序,迫井政行,1,天体のメソッド もうひとつの願い,,2037.0,7.0,205.0,久弥直樹氏×QP:flapperによるオリジナルテレビアニメ『天体のメソッド』の新作エピソードとなる第17話「もうひとつの願い」が、YouTubeにて配信開始。TVアニメは2014年放送だったため、実に5年ぶりの新作ということになる。,10/11/2019,,10,11,2019
1990,宇宙战舰大和号,羽原信义,4,宇宙戦艦ヤマト2202 愛の戦士たち 第三章,10/14/2017,2038.0,7.0,64.0,,,,,,
1991,回首再见她,平田敏夫,1,ボビーに首ったけ,3/9/1985,2039.0,7.0,73.0,神奈川県鎌倉市に住む「ボビー」こと野村昭彦はバイクとサーフィンが大好きな高校3年生で高校卒業後は就職を希望していたが、ボビーを意地でも大学へ進学させたい父親とは意見が合わず、進路のことでは常に喧嘩が絶えなかったが、母親は彼の味方であった。高校2年生の秋、ボビーは友人と九州までツーリングに出たが、その時の体験談をバイク雑誌へ投稿したところ見事に採用され、それを読んだ岡山県笠岡市在住の中原咲美からボビー宛てに返事か来て文通を始める。高校3年生の6月、ボビーは湘南にあるサーフ・ショップのアルバイトに採用され仕事にのめり込んでいくが、高校を長期欠席していたことが父親にバレてしまい大喧嘩。ボビーは家を飛び出し北鎌倉にある友人のアパートに居候することとなった。そして7月、勤め先のサーフ・ショップが千葉県の九十九里浜に支店を出すという話を聞いたボビーは千葉での勤務を希望し許可されたが、その頃届いた咲美の手紙には「自分はこの3年間病気で家にこもったままでした」と書かれていた……。,,,,,
1992,精灵宝可梦,日高政光,1,ポケットモンスター ミュウツー! 我ハココニ在リ,,2040.0,7.0,213.0,应该说，《超梦！我就在这里》是《超梦的逆袭》的续篇。还记得那些被复制的小精灵吗？超梦带着它们离开了？去哪里了？将在此片中得到答案。作为复制的宠物小精灵，它们有着自身的悲哀，它们一直在为自己是否是真的生命而苦恼。就这样一直隐居下去……,12/30/2000,,12,30,2000
1993,彭彭与丁满,,85,Timon & Pumbaa,,2041.0,7.0,189.0,,9/16/1995,,9,16,1995
1994,战姬绝唱,小野胜巳,13,戦姫絶唱シンフォギアG,,2042.0,7.0,863.0,,7/4/2013,,7,4,2013
1995,晴天小猪,渡边慎一,61,はれときどきぶた,,2043.0,7.0,375.0,主角龟山则安因为在日记上画上一只晴天小猪，结果不但让它真正出现并且还会在主角幻想时，透过它吸取头部的动作，让原本不可能的幻想因而出现。在把原作动画化后、把里面许多荒唐无稽的事情给活化了起来并且还加入了许多很有个性的原创人物，将原作大大改变成近乎闹剧的内容。登场人物不但会大爆动画的内幕，许多实际人物也被加入登场人物里、另外不但在各集故事中到处夹杂一些真实的画面，依照故事的进行而出现主要插曲的部份（还会出现像是片头曲和片尾曲组合在一起的歌但却不是背景音乐的动画）则被用来讽刺关于动画的常识、是部搞笑到非常令人不可理解的动画。因此此作被认为大受导演ワタナベシンイチ和系列构成的浦泽义雄两人的影响。,7/3/1997,星期四,7,3,1997
1996,海贼王,宇田钢之介,1,ONE PIECE THE MOVIE デッドエンドの冒険,3/1/2003,2044.0,7.0,358.0,草帽海贼团来到汉那巴尔，吃饭的时候娜美注意到老板正和某位海贼在做可疑的交易，一问之下才知道，地下赌场正在举办每年一次的死亡海上竞赛，而且今年的奖金高达3亿贝里，为了寻求奖金和冒险的一行参加决定参加这场比赛。,,,,,
1997,蜡笔小新,武藤裕治,1,クレヨンしんちゃん 嵐を呼ぶ 歌うケツだけ爆弾!,4/21/2007,2045.0,7.0,63.0,小新一家去冲绳旅行，本来是平凡的一天，然而小新的宠物小白却突然沾上了一枚威力强大的炸弹！这个炸弹是被奇异的外星生物“屁股星人”遗留下来的，其力量足以毁掉整个地球。全球65亿人的注意力都集中在了一只小狗身上！面对来自宇宙监视中心和美女恐怖集团白黑两道对小白的争夺，小新挺身而出誓死保护小白！,,,,,
1998,迷失之物,陈志勇,1,The Lost Thing,6/3/2010,2046.0,7.0,87.0,戴着眼镜文质彬彬的青年，正游走各地收集好看的瓶盖。这一次他搭乘老旧的火车，来到某个海滩边。奇妙的缘分由此展开，眼镜在沙滩上见到一支巨大的红色茶壶，大概有3、4米高。他围着茶壶转了转，俄而从壶的底部伸出宛若章鱼的触角，又从前段探出寄居蟹一般的巨螯。虽然形容怪异恐怖，不过茶壶倒是十分友好。它抛出彩色皮球，和眼镜整整玩了一个下午。直到太阳西垂，游人散去，眼镜才意识到他的朋友没有主人。“也许是一个丢弃物吧”他如是想着，将茶壶带走，既想弄清它到底是什么，又想帮它找到真正的归属……,,,,,
1999,植木的法则,渡边广,51,うえきの法則,,2047.0,7.0,385.0,火野国中学1C的植木耕助，在小学6年级的冬天，从现时是他班主任的小林老师那里，得到一种不可思议的能力，他可以把他自觉是垃圾的东西变成树木，限定条件是只限手掌能覆盖的垃圾。,4/4/2005,每周一,4,4,2005
2000,猫和老鼠,,26,The Tom and Jerry Show (2014 TV series) Season 1,,2048.0,7.0,233.0,那一对著名的猫和老鼠组合又回来了。卡通频道播出的《新猫和老鼠》将沿用原始版（剧院短片版）《猫和老鼠》中的核心形象，但会赋予他们全新的外表。每一集由两个11分钟长的短片组成，淘气的猫Tom和精灵古怪的老鼠Jerry一刻也不能停止对彼此搞「小阴谋」——Tom有决心也有勇气要抓住Jerry，而Jerry的智慧是他屡次成功逃脱「魔爪」的最大法宝。但是这一次Tom和Jerry的冒险不会局限于他们生活的家庭和所在的社区……「广阔天地，大有作为」！事实上，这一次Tom和Jerry将探索充满幻想色彩的世界——包括女巫的小屋和疯子科学家的实验室。,4/9/2014,,4,9,2014
2001,装甲骑兵,今西隆志,5,装甲騎兵ボトムズ 赫奕たる異端,,2049.0,7.0,69.0,阿斯特拉金斯历7247年，Kilico和Fiana进入“CalledSleep”睡眠32年后被再度唤醒后发生的故事。,,,,,
2002,神无月的巫女,柳泽哲也,12,神無月の巫女,,2050.0,7.0,1190.0,日本的某处、被美丽的大自然所包围的山间小镇上，设立着一所自然而亲切的巨大绚烂豪华学校，私立乙桥学校。通过学园中平凡的少女来栖川姬子为中心，故事开始了。,10/1/2004,,10,1,2004
2003,昭和物语,东乡光宏,13,テレビまんが 昭和物語,,2051.0,7.0,150.0,《昭和物语》是株式会社THINK面向60岁以上中老年人群所制作的原创动画，历时四年半，号称是世界首部中老年向的动画。,4/3/2011,,4,3,2011
2004,翼,真下耕一,26,ツバサ・クロニクル,,2052.0,7.0,1270.0,《翼·年代记》的故事中，首个世界是沙漠城市──玖楼国（TVB译：古罗国）。少年小狼多年前，跟随养父考古家藤隆来到这国家，希望发掘该国的翼形遗迹，以解开玖楼国的历史之谜。小狼因此认识了玖楼国中的各人，包括与他青梅竹马的小樱公主。二人一直互相心仪，但小狼碍于身分问题，一直不敢表白。藤隆辞世后，小狼继承父亲遗志，继续挖掘和研究工作。可是，在一次小樱及其兄长桃矢国王的探访中，遗迹突然发生异动，小樱的记忆化作了羽毛，飞散消失。神官雪兔一面照顾受了伤的国王桃矢，一面告诉小狼：小樱的记忆羽毛已经飞散到不同的次元世界里，要救回小樱，必须收集回小樱的羽毛。,4/9/2005,周六,4,9,2005
2005,猫狗,,68,Catdog,,2053.0,7.0,154.0,这部动画片讲述了发生在猫、狗杂交动物“猫狗”发生的故事。由于情况特殊，猫狗经常受到骚扰。如暴徒团伙GreaserDogs、蓝色小老鼠及邻居温斯洛。,4/4/1998,,4,4,1998
2006,偶像活动,木村隆一,26,アイカツ!4年目,,2054.0,7.0,65.0,スターライト学園のユニット・ルミナスの大空あかり、氷上スミレ、新条ひなきは、『ルミナス☆ジャパンツアー』に出発！,10/1/2015,星期四,10,1,2015
2007,后天的方向,樱美胜志,12,あさっての方向。,,2055.0,7.0,270.0,这根本不是我。,10/5/2006,,10,5,2006
2008,电焊工波力,安格斯,1,BURN-E,11/18/2008,2056.0,7.0,82.0,作为一名纳米修复工程师（BasicUtilityRepairNanoEngineer），电焊工波力（BurnE）（AngusMacLane配音）的工作就是负责修补真理号太空船上的故障及损伤之处。这应该算是一份比较轻松的工作，但是随着瓦力的到来，一切变得令人难以忍受。起因是瓦力拨弄过的陨石碎片击毁了真理号的航线导航灯，波力得到主机命令后迅速前往修补。在这一过程中，瓦力和伊娃经常让波力分神，致使本来很简单的工作始终无法完成……,,,,,
2009,傀儡公主,高谷浩利,1,からくりの君,,2057.0,7.0,74.0,战国乱世时代，某地方的领主为了探听拥有狩又贞义的战力，秘密被派遣了的忍者。然而，完成任务的途中事情败露了，被狩又的精锐忍者部队『不死的忍』所败。背了巨大的行李的女人，文渡兰菊，寻找传说的忍者从寻找了加藤段藏，巧遇被追杀的下忍『睚弥三郎』，复仇的故事就此展开了……,,,,,
2010,小飞侠, ,1,Peter Pan,2/5/1953,2058.0,7.0,91.0,迪士尼第十四部经典动画，长篇剧情动画片。,,,,,
2011,我叫,核桃,10,我叫MT 第二季,,2059.0,7.0,260.0,MT和他的部落伙伴们级别都有所提高，开始在埃泽拉斯更广阔的地域进行探险。,,,,,
2012,大雄与机器人王国,芝山努,1,ドラえもん のび太とロボット王国,3/9/2002,2060.0,7.0,180.0,大雄为了拥有跟小夫一样的宠物机器狗，擅自从哆啦A梦的空间袋订了很多机器人。没想到却将另一个星球的小孩也牵连进来。由於这个机器小孩严重受损只有把他带回去他原来的世界，才能得救。於是大雄一行人决定护送这个孩子回去，后来他们遇到了机器人医生查贝克博士。原来这个机器王国本来是人类跟机器人和平共处的世界，但是在艾德姆国王因拯救机器人，而身亡后，继位的珍娜女王由於打击过大，於是把机器人当做奴隶并把他们变成只听从人类的忠实道具来使唤。这主要也是因为珍娜女王听信邪恶司令官铁斯塔的话，下令改造机器人。铁斯塔一开始就打算利用珍娜，目的是要夺取这个国家，在大雄等人的协助下让人类与机器人在机器王国共创原来的家园。,,,,,
2013,邻家的吸血鬼小妹,秋田谷典昭,12,となりの吸血鬼さん,,2061.0,7.1,1561.0,天野灯偶然得到一位名叫苏菲·托莱特的吸血鬼女孩的帮助，并对她一见钟情。灯不请自来地来到她家，半强迫地开始了同居。苏菲虽是吸血鬼，却从不袭击人类，而是通过订购获得血液以及爱好的动画周边，过着这种现代的平民生活。这是一部与当下的吸血鬼美眉共度的同居喜剧。,10/5/2018,星期五,10,5,2018
2014,课长之恋, ,1,課長の恋,,2062.0,7.0,278.0,課長・大宝和彦は彼女いない歴33年の33歳の男好き。,,,,,
2015,田中君总是如此慵懒,川面真也,12,田中くんはいつもけだるげ,,2063.0,7.0,1223.0,某所高中的教室一角。一副睡眼惺忪、撑起手肘模样的男高中生·田中，总是显得懒懒散散。上课的时候睡觉。体育课上也完全不动。上下学时尽可能地不走路。想要悠闲地度过毫无变化的每一天。明明是这样，但田中的身边却意外地热闹。,4/9/2016,星期六,4,9,2016
2016,,王昕,21,狐妖小红娘 月红篇,,2064.0,7.0,149.0,,6/24/2016,星期五,6,24,2016
2017,恶魔城,,8,Castlevania Season 2,,2065.0,7.0,220.0,,10/26/2018,星期五,10,26,2018
2018,丁丁历险记,史蒂文,1,The Adventures of Tintin,,2066.0,7.0,245.0,《丁丁历险记：独角兽的秘密》是《海盗失宝》的姐妹篇前篇。讲述的是一天丁丁买了一只古老的船模送给船长作为礼物，于是又一次惊险的历险开始了。从一本古老的日记本上他们知道了这艘古老船模的历史。独角兽号隐藏着一个海盗和财宝的故事。在他们的朋友杜邦侦探的帮助下，丁丁，白雪和船长开始去揭开独角兽号的秘密。尽管困难重重，丁丁还是成功了，并出发去寻找红色拉克姆的财宝。,,,,,
2019,我叫,核桃,10,我叫MT 第三季,,2067.0,7.0,199.0,MT第三季再开（其实就是连着第二季的嘛）。这次菊暴大队成员等级均已50+，与联盟拉开战幕。传说中MT将组团下40人副本，不知又将有多少新成员加入？之前客串的桃红K、绵阳哥、路人贾是否能有再次打酱油机会？在这忘了开、艹它妈都是浮云的大陆上，坚信春哥、死后原地满状态肉体再生，少年啊~,,,,,
2020,光之美少女,小村敏明,49,Yes! プリキュア5,,2068.0,7.0,178.0,初中二年级学生梦原希，某日在上学途中看见了蝴蝶，因觉得蝴蝶很好看忍不住追了上去，却在拐角处撞到了一个青年，这个青年还没来得及自我介绍就来去匆匆，放学后的希发现这个青年进了学校的图书馆内，原来这一个青年Cocos是在寻找一本不可思议的书《DreamColette》（ドリームコレット、梦想科莱特）。CoCos是为了让被邪恶组织“恶梦”毁灭的故乡复苏而来寻找《DreamColette》，只要找到55个散落在各地的pinky就可以向《DreamColette》许愿达成愿望，同时还要与以《DreamColette》为目标的“恶梦”作战。为了帮助CoCos，梦原希接受了《DreamColette》的力量变身为正义的战士——光之美少女，与另外四名同伴一起击破“恶梦”的野心！,2/4/2007,星期日,2,4,2007
2021, ,宇木敦哉,1,センコロール コネクト,6/29/2019,2069.0,7.0,274.0,突如、街に現れた白い巨大生物とそれを操る少年達、そして好奇心旺盛なショートカットの,,,,,
2022,装甲骑兵,高桥良辅,1,装甲騎兵ボトムズ ビッグバトル,,2070.0,7.0,72.0,1986年7月5日発売のOVA作品。時間軸的には最終話におけるクエント消滅からキリコとフィアナがコールドスリープに入るまでの間に入るエピソード。,,,,,
2023,七人的偶像,山本宽,1,"Wake Up, Girls! 七人のアイドル",1/10/2014,2071.0,7.0,921.0,"GreenLeaves娱乐是活动于仙台的弱小艺能事务所。仅有的人才也被挖走后,作为社长的丹下打算组建新的偶像组合。",,,,,
2024,非洲的动物上班族,畳谷哲也,12,アフリカのサラリーマン,,2072.0,7.0,377.0,热带草原和食物链都无所谓。,10/6/2019,星期日,10,6,2019
2025,破刃之剑,羽原信义,1,ブレイク ブレイド 第一章 覚醒ノ刻,5/29/2010,2073.0,7.0,847.0,已无法从地底采取化石燃料的世界，克鲁森大陆。人们为使万物移动所“选择”的动力能源，是寄宿在人们手中的“力量”。,,,,,
2026,青之驱魔师,高桥敦史,1,青の祓魔師 劇場版,12/28/2012,2074.0,7.0,814.0,11年に一度の祭りを目前に、活気づく正十字学園町。その陰では祓魔師たちが総出で悪魔の討伐に奔走していた。燐は幽霊列車（ファントムトレイン）討伐の任に当たっていたが、その途中で古い祠を損壊させ、封印されていた悪魔を解放してしまう。責任を取るため、燐はその悪魔を「うさ麻呂」と名付け、自室に置いて監視することとなった。当初こそ衝突した燐とうさ麻呂だったが、生活を共にする中で徐々に打ち解け、いつしか兄弟のように親しくなっていく。,,,,,
2027,飙速宅男,锅岛修,25,弱虫ペダル NEW GENERATION,,2075.0,7.0,249.0,总北高中自行车竞技部所属的一年级生·小野田坂道，与同年级的今泉俊辅和鸣子章吉、三年级的金城真护、卷岛裕介、田所迅一同以“Team总北”的身份在全国大赛中出场。他们突破了与王者·箱根学园以及京都伏见等对手学校的激烈比赛，漂亮地获得了综合优胜。那样炎热的夏天也已过去，三年生即将引退，总北以“新世代”的队伍在全国大赛中连霸为目标，终于开始进发！,1/9/2017,星期一,1,9,2017
2028,绝对少年,望月智充,26,絶対少年,,2077.0,7.0,74.0,逢沢步，是个无法认同自身所处世界的少年；家庭离异，与母亲住在一起的他，不知何时连学校也不去了，完全将自己封闭在个人的小世界里，於是母亲便提议他到父亲那里住一个夏天。带著不明确且不积极的态度，步到了距东京两小时车程的郊区，那是个四周被山包围的小盆地，有著广阔水田的小镇，名字叫做“田菜”。,5/21/2005,,5,21,2005
2029,,沈如东,13,十二生肖,,2078.0,7.0,240.0,国产治愈系作品，一集一便当。,,,,,
2030,大正野球娘,池端隆史,12,大正野球娘。,,2079.0,7.0,435.0,時は大正14年──,7/2/2009,星期四,7,2,2009
2031,灼眼的夏娜,渡部高志,24,灼眼のシャナII,,2080.0,7.0,3553.0,《灼眼的夏娜》TV第二季的故事将从小说第八卷开始讲起，以NDS游戏《灼眼的夏娜DS》中的登场人物，红世之徒，戏睡乡“メア”入侵御崎市开始开篇。据监督渡部高志所说，故事会对第一季的一些伏笔作出解释，并加入不少这个时代的小故事。第二季STAFF和声优会由原班人马担任，“钉宫之誓”依旧强势走高。,10/4/2007,,10,4,2007
2032,无限地带,板野一郎,1,メガゾーン23 PART II 秘密く・だ・さ・い,,2081.0,7.0,107.0,省吾がB.D.に敗れ去り、何処へともなく去って半年後。軍に智美の殺害容疑を掛けられたという理由もあり、新たな友人のライトニング率いる暴走族「TRASH（トラッシュ）」の元に身を隠していた省吾は、半年ぶりに由唯に再会する。その頃、街では軍に支配されたバハムートにより軍の広告塔と成り果てていたイヴを通して、人々を戦争に駆り立てるメッセージが連日流されていた。しかし、実はバハムートは完全には軍の管理下に落ちてはおらず、本来のイヴとも呼ぶべきもう一人のイヴ（軍によって作り出されたものではない、以前同様のイヴ）が現れ、7Gのオペレーターである省吾に対し、自分にコンタクトして欲しいとの呼び掛けを続けていた。省吾は半年間自分を待ち続けた由唯のわだかまりを身と心で解いて想いを伝えると、本来のイヴに会う為、そして彼女が何を自分に伝えようとしているのかを知る為、TRASHの助けを借りる。,,,,,
2033,元气少女缘结神,大地丙太郎,2,神様はじめました OAD,,2082.0,7.0,400.0,随漫画第16卷限定版赠送2卷OVA,,,,,
2034, ,京极尚彦,13,ラブライブ! School idol project,,2083.0,7.0,4184.0,位于东京都千代田区的传统高校“音乃木阪学院”，因为入读的学生人数骤减，所以正面临着废校的危机。其中九位少女为了保护她们喜爱的学校而决定成为偶像，因为只要她们成为偶像，学校的名气便会増加，而入读学生的人数也会随之上升。就这样，九位个性鲜明的少女开始朝着她们的偶像之路而努力迈进了！,1/6/2013,星期日,1,6,2013
2035,堀桑与宫村君,夏目真悟,4,堀さんと宮村くん,,2084.0,7.0,599.0,在片桐高中上学的堀京子有着华丽的外表，同时成绩优秀、家务万能。,,,,,
2036,青春草莓蛋,山口祐司,13,あぃまぃみぃ! ストロベリー・エッグ,,2085.0,7.0,111.0,青鞜三之宫学院但是一所很有名气的中等学院，但也是所校风很严的学校，古怪的院长老太制定了一条奇怪的规定---只聘用女教师。这条规定总是让人感觉奇怪又神秘。还有，学院里女生的地位要远高于男生，打扫清洁的活女生不用干，全是必须男生干的。天和响，是个刚刚取得体育教师资格，刚从大学毕业的热血青年。为了实现当教师的热切愿望，来到了“五地荘”。为了要付清房租，他去青鞜三之宫学院去应聘当体育老师。结果当然是不成功了，院长老婆婆认为男人是没有爱心的见解让他无法平静，他决心一定要在学院里当老师。房东露露婆婆对他的想法很感兴趣，也许她很希望看到那个顽固的院长老太出丑的样子，婆婆非常完美地把天和变装成了“女性”，让他终于可以顺利地应聘当老师。在院长要求的模拟教学课上，院长要求他指导樟叶枫子在不跌倒的情况下能跑完50M，就算对他考核通过。但是学院规定，女生的运动服是穿着很长的百褶裙；还有，枫子本身走路也老是会摔倒；这样一来，看似简单的考核，变得困难重重。在枫子接二连三一再地摔倒的情况下，天和把枫子拉到身体对她悄悄说了几句话后，枫子红着脸鼓起勇气卷起长裙，终于顺利跑完了全程……通过了测试的天和很高兴，当他想让院长预支薪水时，院长一句“不行~~~~”让他的希望落空了！刚当上老师不久，学院里接二连三发现晚上有人在女子宿舍附近偷窥，引起女生们的恐慌，院长老太为了稳定女生的情绪，找到了天和老师，要求他住在女生宿舍里（啊？！）天和老师会怎么来应付呢？偷窥者又是谁呢……,7/4/2001,,7,4,2001
2037,,人狼,1,上海蝙蝠侠,,2086.0,7.0,114.0,国产工作室狼烟动画出品。将斗篷哥贝恩老湿猫女带进上世纪30年代的上海。复古又新颖的画风，巨牛叉的动作设计，一流的节奏感，在动作上完爆诺兰老师。,7/14/2012,,7,14,2012
2038,金田一少年事件簿,,22,金田一少年の事件簿R 新シリーズ,,2087.0,7.0,168.0,,10/3/2015,星期六,10,3,2015
